"","name_text6","state_text6","last_digit_text6"
"2266","Westby Garage","Montana","453"
"2267","W inifred Light, Heat and Power Company","Montana","453"
"2268","*Yellowstone Valley Electric Cooperative, Inc","Montana","455"
"2269","* Alexandria Light Department","Nebraska","465"
"2270","*Alliance Municipal Utilities","Nebraska","465"
"2271","*Alma Municipal Light Plant","Nebraska","465"
"2272","*Amherst, Village of","Nebraska","465"
"2273","*Ansley Municipal Light Plant","Nebraska","465"
"2274","*Arapahoe, City of","Nebraska","465"
"2275","'Arnold, Village of","Nebraska","466"
"2276","'Auburn, City of","Nebraska","465"
"2277","*Bartley, Village of","Nebraska","466"
"2278","*Bayard, City of","Nebraska","466"
"2279","*Beatrice, City of","Nebraska","466"
"2280","*Beaver City, City of","Nebraska","466"
"2281","*Belden Municipal Power Plant","Nebraska","466"
"2282","*Belvidere Light System","Nebraska","466"
"2283","*Benkelman Light and Water Department","Nebraska","466"
"2284","•Bertrand Municipal Light & Water Plant","Nebraska","467"
"2285","*Blair Light Dept., City of","Nebraska","467"
"2286","*Bloomfield Light & Power Plant","Nebraska","467"
"2287","*Blue Hill Electric Plant","Nebraska","467"
"2288","Blue Valley Electric Company","Nebraska","458"
"2289","*Boone-Nance Rural Public Power District","Nebraska","467"
"2290","*Bradshaw, Village of","Nebraska","467"
"2291","*Brady, Village of","Nebraska","468"
"2292","*Brainard, Village of","Nebraska","468"
"2293","Bree Electric Co","Nebraska","459"
"2294","*Broken Bow, City of","Nebraska","468"
"2295","*Bruning, Village of","Nebraska","468"
"2296","Buckallew, Ray","Nebraska","459"
"2297","*Buffalo County Public Power District","Nebraska","468"
"2298","*Burt County Rural Public Power District","Nebraska","468"
"2299","*Burwell Municipal Utilities","Nebraska","469"
"2300","*Butler County Rural Public Power District","Nebraska","468"
"2301","Callaway Electric Co","Nebraska","459"
"2302","""•Cambridge Light and Water Works","Nebraska","469"
"2303","""Campbell Municipal Electric Department","Nebraska","469"
"2304","""Carroll, Village of _","Nebraska","469"
"2305","•Cedar- Knox County Rural Public Power District..","Nebraska","469"
"2306","Cedar Valley Roller Mill Light & Power","Nebraska","464"
"2307","•Central City Light Department","Nebraska","469"
"2308","District, The","Nebraska","470"
"2309","Central Power Company","Nebraska","459"
"2310","*Ceresco Municipal Light & Power Plant","Nebraska","469"
"2311","*Chappell, City of","Nebraska","470"
"2312","*Chester, Village of","Nebraska","470"
"2313","•""Chimney Rock Public Power District","Nebraska","471"
"2314","*Clarkson, Village of","Nebraska","470"
"2315","*Cody Electric Department","Nebraska","471"
"2316","•Consumers Public Power District N","Nebraska","470"
"2317","•Cook Electric Light System N","Nebraska","471"
"2318","•Cotesfield Electric Light N","Nebraska","471"
"2319","*Cozad, City of","Nebraska","471"
"2320","""Crab Orchard, Village of","Nebraska","471"
"2321","Crete Mills, The","Nebraska","464"
"2322","""Crete, Water & Light Dept., City of","Nebraska","471"
"2323","""Crookston Municipal Electric Department","Nebraska","472"
"2324","""Cuming County Rural Public Power District","Nebraska","472"
"2325","""Curtis, City of","Nebraska","472"
"2326","""Dakota City Municipal Electric Department","Nebraska","472"
"2327","*Danbury Light Department","Nebraska","472"
"2328","*Davenport Water & Light Department","Nebraska","472"
"2329","•David City Light & Water Department, City of..","Nebraska","472"
"2330","*Dawson County Public Power Dist","Nebraska","472"
"2331","*Decatur Light and Water Department, Village of.","Nebraska","473"
"2332","*Deshler Municipal Utilities","Nebraska","473"
"2333","Deweese Power Co","Nebraska","460"
"2334","of","Nebraska","473"
"2335","*Dix, Village of","Nebraska","473"
"2336","*Dorchcster, Village of","Nebraska","473"
"2337","*Douglas Municipal System","Nebraska","473"
"2338","*Dubois, Village of","Nebraska","473"
"2339","*Duncan Municipal Light & Power","Nebraska","474"
"2340","•Eastern Nebraska Public Power District","Nebraska","474"
"2341","*Eddyville, Electric Account, Village of","Nebraska","474"
"2342","*Edgar Light & Water Department, City of","Nebraska","474"
"2343","*Elk Creek, Town of","Nebraska","474"
"2344","*Emerson Municipal Light & Power Plant N","Nebraska","474"
"2345","*Endicott, Village of N","Nebraska","474"
"2346","'Fairbury Light & Water Department","Nebraska","474"
"2347","'Fairmont Municipal Light & Water Works","Nebraska","475"
"2348","*Falls City Water & Light Dept","Nebraska","475"
"2349","'Farnam Municipal Electric Plant","Nebraska","475"
"2350","•Filley, Village of","Nebraska","475"
"2351","*Firth Municipal Electric Department","Nebraska","475"
"2352","*Franklin Electric Light Plant","Nebraska","475"
"2353","*Fremont, Department of Utilities of the City of..","Nebraska","475"
"2354","*Friend Water and Light Department","Nebraska","476"
"2355","*Funk, Village of","Nebraska","476"
"2356","Co., Trustee, The","Nebraska","460"
"2357","'Gering, City of N","Nebraska","476"
"2358","'Gering Valley Rural Public Power District N","Nebraska","476"
"2359","'Giltner Light & Water Department N","Nebraska","476"
"2360","'Glenvil, Village of","Nebraska","476"
"2361","Gothenburg Light and Power Company","Nebraska","460"
"2362","*Grand Island Electric Department","Nebraska","476"
"2363","•Greenwood Light Department, Village of","Nebraska","477"
"2364","Grosbach and Williams","Nebraska","460"
"2365","*Haigler Electric Department, Village of","Nebraska","477"
"2366","*Hampton, Village of","Nebraska","477"
"2367","*Harrison Light, Water & Power Department","Nebraska","477"
"2368","*Hastings Water and Light Department","Nebraska","477"
"2369","Hayes Center Light & Power Co","Nebraska","460"
"2370","*Hebron, Light & Water Department, City of","Nebraska","477"
"2371","*Henry , Village of","Nebraska","478"
"2372","*Hickman, Village of","Nebraska","478"
"2373","*Hildreth, Village of","Nebraska","478"
"2374","*Holbrook Municipal Light, Power & Ice Plant","Nebraska","478"
"2375","*Holdrege Municipal Light & Power","Nebraska","478"
"2376","*Howard County Rural Public Power District","Nebraska","478"
"2377","*Howells Municipal Electric Distribution System..","Nebraska","479"
"2378","*Hubbell, Village of","Nebraska","479"
"2379","""Hyannis Municipal Light Plant","Nebraska","479"
"2380","*Imperial Municipal Light & Water Plant","Nebraska","479"
"2381","*Indianola, City of","Nebraska","479"
"2382","*Kilgore, Village of","Nebraska","479"
"2383","*Kimball Municipal Utilities","Nebraska","479"
"2384","Krotter Electric Co","Nebraska","461"
"2385","*Laurel Municipal Power Plant","Nebraska","480"
"2386","Lea Milling Co., Inc","Nebraska","464"
"2387","*Lebanon, Village of","Nebraska","480"
"2388","*Leigh Light & Power Department ..","Nebraska","480"
"2389","*Lewiston Distributing System","Nebraska","480"
"2390","""•Lincoln, Commercial Light Department, City of..","Nebraska","480"
"2391","""•Litchfield, Village of","Nebraska","480"
"2392","""•Lodgepole Municipal Light & Water Plant","Nebraska","480"
"2393","*Loomis, Village of","Nebraska","480"
"2394","*Loup River Public Power District","Nebraska","480"
"2395","*Lyman, Village of","Nebraska","481"
"2396","*Lyons Municipal Light and Water Plant.","Nebraska","481"
"2397","*Madison County Rural Public Power District","Nebraska","481"
"2398","*Madison Municipal Light & Power Plant","Nebraska","481"
"2399","•Mason City Municipal Electric & Water Plant","Nebraska","481"
"2400","•Maxwell, Village of","Nebraska","482"
"2401","•Mead Electric Light Plant","Nebraska","482"
"2402","*Milford, Village of","Nebraska","482"
"2403","•Minden Light Department","Nebraska","482"
"2404","*Mitchell Electric Department","Nebraska","482"
"2405","*Moorefield, Village of","Nebraska","482"
"2406","*Morrill Municipal Electric Department","Nebraska","482"
"2407","•Mullen, Village of","Nebraska","483"
"2408","Nebraska Light and Power Company","Nebraska","461"
"2409","Nebraska Cement Company","Nebraska","464"
"2410","Nebraska Hydro Electric Power Co","Nebraska","461"
"2411","'Nebraska Public Power System","Nebraska","483"
"2412","Nebraska Public Service Company..","Nebraska","462"
"2413","Nebraska Utilities","Nebraska","462"
"2414","*Nelson Municipal Light & Water System","Nebraska","483"
"2415","Norfolk Cereal & Flour Mills Co","Nebraska","464"
"2416","*Norris Rural Public Power District","Nebraska","483"
"2417","trict","Nebraska","483"
"2418","* North Platte Municipal Light & Power","Nebraska","482"
"2419","Northwestern Public Service Company","Nebraska","462"
"2420","Oak Electric Light Co","Nebraska","462"
"2421","*Ohiowa Electric System","Nebraska","483"
"2422","*Ong Municipal Electric system","Nebraska","483"
"2423","*0rd Light & Water Plant","Nebraska","484"
"2424","•Oxford Light & Power Plant","Nebraska","484"
"2425","•Panama Municipal Light Plant","Nebraska","484"
"2426","*Paxton Light & Power Department","Nebraska","484"
"2427","*Pender Municipal Light Plant","Nebraska","484"
"2428","*Peru Light and Water Plant","Nebraska","484"
"2429","*Plainview, City of","Nebraska","484"
"2430","*Platte Valley Public Power and Irrigation Distric","Nebraska","484"
"2431","*Polk County Rural Public Power District","Nebraska","485"
"2432","*Polk Municipal Light & Water Works","Nebraska","485"
"2433","*Poole Municipal Lighting System","Nebraska","485"
"2434","•Potter, Village of","Nebraska","485"
"2435","•Prague, Village of","Nebraska","485"
"2436","*Ragan, Village of","Nebraska","485"
"2437","*Randolph Electric Light and Water Plant","Nebraska","485"
"2438","*Raymond, Village of","Nebraska","486"
"2439","*Red Cloud Light and Power Plant N","Nebraska","486"
"2440","Reninger Light & Power, W. D N","Nebraska","463"
"2441","*Reynolds Power and Light Department N","Nebraska","486"
"2442","•Richland, Village of N","Nebraska","486"
"2443","•Riverdale, Village of N","Nebraska","486"
"2444","Riverside Power Plant N","Nebraska","463"
"2445","*Roosevelt Rural Public Power District","Nebraska","486"
"2446","*Ruskin, Village of","Nebraska","486"
"2447","*Saint Paul, City of","Nebraska","486"
"2448","*Salem Transmission Line..","Nebraska","486"
"2449","*Sargent, City of","Nebraska","486"
"2450","*Schuyler Department of Utilities","Nebraska","487"
"2451","*Seward County Rural Public Power District","Nebraska","487"
"2452","*Seward Municipal Electric Light Department","Nebraska","487"
"2453","*Shickley, Village of","Nebraska","487"
"2454","*Smithfield, Village of","Nebraska","487"
"2455","*Snyder, Village of","Nebraska","487"
"2456","'Southeastern Nebraska Public Power District","Nebraska","487"
"2457","*Southern Nebraska Rural Public Power District","Nebraska","487"
"2458","•South Sioux City, City of","Nebraska","487"
"2459","•Spencer Municipal Light Plant","Nebraska","488"
"2460","Springview Flour & Grain Company","Nebraska","464"
"2461","*Stanton County Rural Public Power District","Nebraska","488"
"2462","*Stanton Municipal Water and Light Plant","Nebraska","488"
"2463","*Stapleton, Village of","Nebraska","488"
"2464","Stockville Garage","Nebraska","463"
"2465","*Stratton Municipal Ice, Light & Water System...","Nebraska","488"
"2466","*Stromsburg, City of","Nebraska","488"
"2467","*Stuart Municipal Light & Po.wer Plant","Nebraska","488"
"2468","*Sumner, Village of","Nebraska","489"
"2469","•Superior, Light Department, City of","Nebraska","489"
"2470","•Sutherland Municipal Light & Power System","Nebraska","489"
"2471","•Button Light and Water Plant .""","Nebraska","489"
"2472","*Syracuse Municipal Water & Light Plant","Nebraska","489"
"2473","Tannage, Village of","Nebraska","489"
"2474","*Tamora, Village of","Nebraska","489"
"2475","'Tecumseh Light & Water Department","Nebraska","489"
"2476","""Thurston, Village of","Nebraska","490"
"2477","Trenton Municipal Light & Power Plant","Nebraska","490"
"2478","Trumbull, Village of","Nebraska","490"
"2479","*U. S. Bureau of Reclamation, North Platte Project","Nebraska","490"
"2480","""Upland Municipal Power & Light Plant","Nebraska","490"
"2481","•Valparaiso Light Department","Nebraska","490"
"2482","*Venango Municipal Electric Department","Nebraska","490"
"2483","Verdel Light and Power Company","Nebraska","463"
"2484","Verdigre Creamery Company","Nebraska","465"
"2485","*Wahoo Water and Light Department","Nebraska","490"
"2486","*Wakeficld Municipal Power Plant","Nebraska","491"
"2487","*Walthill Municipal Electric Department","Nebraska","491"
"2488","Wauneta Light and Power Co","Nebraska","463"
"2489","*Wayne County Rural Public Power District","Nebraska","491"
"2490","*Wayne Light Department","Nebraska","491"
"2491","*Weston Municipal Electric Light System","Nebraska","491"
"2492","* West Point Light and Water Works","Nebraska","491"
"2493","*Wilber Light and Power, City of","Nebraska","491"
"2494","*Wilcox Municipal Electric Department","Nebraska","491"
"2495","*Wilsonville Light and Water Plant","Nebraska","492"
"2496","*Winside Power and Light Department","Nebraska","492"
"2497","Wisner Electric Light & Water Plant","Nebraska","492"
"2498","•Wolbach, Village of","Nebraska","492"
"2499","Wood Lake Municipal Power Plant","Nebraska","492"
"2500","Wood River, Village of","Nebraska","492"
"2501","*Wymore Water and Light Department","Nebraska","493"
"2502","*York County Rural Public Power District","Nebraska","493"
"2503","Zwonecek and Aksamit... . .","Nebraska","465"
"2504","Austin Garage & Machine Shop","Nevada","497"
"2505","*Caliente Public Utilities","Nevada","498"
"2506","&","Nevada","498"
"2507","Elko Lamoille Power Company","Nevada","495"
"2508","Ely Light & Power Company N","Nevada","495"
"2509","'Fallen, City of","Nevada","498"
"2510","Kelly & Rebaleati","Nevada","496"
"2511","*Lincoln County Power District No. 1","Nevada","498"
"2512","Mason Water, Light & Power Co","Nevada","496"
"2513","•Mineral County Power System","Nevada","498"
"2514","Nevada Consolidated Copper Corporation","Nevada","497"
"2515","*0verton Power District No. 5","Nevada","499"
"2516","Panaca Power Co","Nevada","496"
"2517","Paradise Utility Plant","Nevada","496"
"2518","Pioche Power and Light Co","Nevada","496"
"2519","Southern Nevada Power Company","Nevada","497"
"2520","Southern Pacific Company","Nevada","498"
"2521","*Truckee-Carson Irrigation District","Nevada","499"
"2522","Project","Nevada","499"
"2523","Agency","Nevada","498"
"2524","Wells Power Co","Nevada","497"
"2525","'Ashland Municipal Electric Light Department","New Hampshire","506"
"2526","Bellows Falls Hydro-Electric Corporation","New Hampshire","601"
"2527","Belmont Hosiery Co","New Hampshire","506"
"2528","Brown Co","New Hampshire","506"
"2529","Central Vermont Public Service Corporation","New Hampshire","501"
"2530","Concord Electric Company N","New Hampshire","501"
"2531","Connecticut River Power Companv N","New Hampshire","502"
"2532","Danbury Light & Power Co","New Hampshire","502"
"2533","Derry Electric Company, The","New Hampshire","502"
"2534","Exeter & Hampton Electric Company","New Hampshire","602"
"2535","Granite State Electric Company","New Hampshire","503"
"2536","Greenville Electric Lighting Co","New Hampshire","503"
"2537","*Hancock Electric Department","New Hampshire","506"
"2538","Jones, George H","New Hampshire","503"
"2539","Lamprey River Improvement Company, The","New Hampshire","503"
"2540","""•Littleton Water & Light Department","New Hampshire","506"
"2541","Meriden Electric Light & Power Co","New Hampshire","503"
"2542","Mutual Public Service Co. of N. H","New Hampshire","504"
"2543","*New Hampshire Electric Cooperative, Inc","New Hampshire","507"
"2544","New Hampshire Gas and Electric Company","New Hampshire","504"
"2545","*New Hampton Village Fire Precinct, Inc","New Hampshire","507"
"2546","*New Ipswich Electric Light Department","New Hampshire","507"
"2547","Parker Young Co., The","New Hampshire","506"
"2548","Public Service Company of New Hampshire","New Hampshire","504"
"2549","•Rihdge Electric Light Department N","New Hampshire","507"
"2550","Sullivan Machinery Company","New Hampshire","506"
"2551","Twin State Gas & Electric Company, The","New Hampshire","505"
"2552","White Mountain Power Co","New Hampshire","505"
"2553","White Mountain Power Company","New Hampshire","506"
"2554","Wolfeboro, Municipal Electric Department of","New Hampshire","507"
"2555","\\onalaiicetElectricCo","New Hampshire","506"
"2556","*Woodsville Water and Light Department","New Hampshire","507"
"2557","Atlantic City Electric Company","New Jersey","509"
"2558","*Butler, Borough of.","New Jersey","516"
"2559","Deepwater Light and Power Company","New Jersey","510"
"2560","*Franklin Borough Electric Department","New Jersey","516"
"2561","Jersey Central Power & Light Company","New Jersey","510"
"2562","*Lavallette, Borough of","New Jersey","516"
"2563","* Madison Borough Water & Light Department","New Jersey","516"
"2564","* M ill town Borough Electric Department","New Jersey","516"
"2565","Millville Electric Light Company","New Jersey","511"
"2566","Millville Manuafcturing Co","New Jersey","515"
"2567","New Jersey Power & Light Company","New Jersey","511"
"2568","New Jersey Zinc Company, The","New Jersey","515"
"2569","*Ogdensburg Borough Electrical Department","New Jersey","516"
"2570","Jersey","New Jersey","512"
"2571","*Park Ridge Borough Electric Light Department.-.","New Jersey","516"
"2572","*Passaic Valley Water Commission","New Jersey","517"
"2573","*Pemberton Borough Electric Dept","New Jersey","517"
"2574","Pemberton Suburban Light and Power Co","New Jersey","512"
"2575","Plant","New Jersey","517"
"2576","Public Service Electric and Gas Company","New Jersey","513"
"2577","Riegel Paper Corporation N","New Jersey","515"
"2578","Rockland Electric Company","New Jersey","515"
"2579","*Seaside Heights, Borough of","New Jersey","517"
"2580","Society for Establishing Useful Manufactures","New Jersey","515"
"2581","South Jersey Power & Light Company","New Jersey","515"
"2582","*South River Board of Public Works","New Jersey","517"
"2583","•Sussex Rural Electric Cooperative","New Jersey","518"
"2584","*Tri-County Rural Electric Company, Inc","New Jersey","518"
"2585","Albuquerque Gas and Electric Company","New Mexico","519"
"2586","""Carlsbad Caverns National Park","New Mexico","523"
"2587","*Central Valley Electric Cooperative, Inc","New Mexico","523"
"2588","•Clayton Municipal Electric System","New Mexico","523"
"2589","Deming Ice and Electric Company","New Mexico","519"
"2590","Elida Light Plant","New Mexico","520"
"2591","El Paso Electric Company (Texas) N","New Mexico","520"
"2592","*Farmers' Electric Cooperative, Inc","New Mexico","524"
"2593","Gallup American Coal Co N","New Mexico","522"
"2594","'Gallup Electric Light & Power System, Town of N","New Mexico","523"
"2595","Las Vegas Light and Power Company, The","New Mexico","520"
"2596","Lincoln County Utilities Company","New Mexico","520"
"2597","Lincoln Power and Light Co","New Mexico","520"
"2598","Melrose Power Company","New Mexico","521"
"2599","Mora Public Service Company","New Mexico","521"
"2600","New Mexico Electric Service Company","New Mexico","521"
"2601","New Mexico Power Company","New Mexico","521"
"2602","New Mexico Public Service Company","New Mexico","521"
"2603","*Otero County Electric Cooperative","New Mexico","524"
"2604","Pendleton Power Company","New Mexico","522"
"2605","*Raton Public Service Co., The","New Mexico","523"
"2606","*Roosevelt County Electric Cooperative, Inc","New Mexico","524"
"2607","Southwestern Public Service Company","New Mexico","522"
"2608","Texas-New Mexico Utilities Company","New Mexico","522"
"2609","Tucumcari, City of","New Mexico","523"
"2610","*U. S. Bureau of Reclamation, Rio Grande Proje","New Mexico","523"
"2611","Vaughn Light and Power Company","New Mexico","522"
"2612","Adams Electric Light Company","New York","526"
"2613","•Akron Water, Light, and Sewer Commission","New York","549"
"2614","*Andover, Village of","New York","549"
"2615","*Angelica Electric Light and Power Board","New York","549"
"2616","'Arcade Municipal Electric Plant","New York","549"
"2617","Auburn Shank Company","New York","547"
"2618","Bagley and Sewall","New York","547"
"2619","*Bath Electric, Gas, and Water System","New York","549"
"2620","Beebee Island Corporation","New York","547"
"2621","of","New York","550"
"2622","Bonaparte Light & Water Company","New York","526"
"2623","*Boonville Board of Light Commissioners","New York","550"
"2624","*Brocton, Village of","New York","550"
"2625","Brooklyn Edison Company, Inc","New York","526"
"2626","Buffalo Niagara Electric Corporation","New York","526"
"2627","Canadea Power Corporation","New York","527"
"2628","&","New York","527"
"2629","*Castile Municipal Electric Light System","New York","550"
"2630","Cazenovia Electric Company, The","New York","527"
"2631","Central Hudson Gas & Electric Corporation","New York","527"
"2632","Central New York Power Corporation","New York","528"
"2633","*Churchville Electric Department, Village of","New York","550"
"2634","Cooks Falls Electric Co., Inc N","New York","530"
"2635","Corinth Electric Light and Power Company N","New York","531"
"2636","Cornell University N","New York","547"
"2637","Deer River Power Co","New York","531"
"2638","•Delevan Electric Light Department","New York","550"
"2639","*Dering Harbor, Village of","New York","550"
"2640","Dexter Sulphite Pulp & Paper Company","New York","547"
"2641","•Dunkirk Board of Water Commissioners","New York","551"
"2642","Dunn & McCarthy Shoe Company","New York","548"
"2643","Dutchess Bleachery, Inc","New York","548"
"2644","Eastman Kodak Company","New York","548"
"2645","Edwards Electric Light & Pqwer Co","New York","531"
"2646","Electro Metallurgical Company","New York","548"
"2647","Ellenville Electric Company","New York","531"
"2648","Ellicottville Electric Light Co","New York","531"
"2649","*Endicott Municipal Light Plant N","New York","551"
"2650","*Fairport Municipal Electric Plant","New York","551"
"2651","Fishers Island Electric Corporation, The","New York","531"
"2652","*Frankfort Municipal Electric Light Plant","New York","551"
"2653","*Freeport, Village of","New York","551"
"2654","Gould Electric Light Plant, H. P -","New York","531"
"2655","*Gouverneur, Village of","New York","551"
"2656","*Greene Electric Department","New York","551"
"2657","*Green Island Electric Light Commission","New York","552"
"2658","*Greenport Electric Light Department","New York","552"
"2659","pany","New York","532"
"2660","*Groton Electric Department","New York","552"
"2661","missioners, Village of","New York","552"
"2662","*Herkimer Municipal Commission","New York","552"
"2663","*Holley Municipal Light Plant","New York","552"
"2664","Hudson River Power Corporation","New York","532"
"2665","*Ilion Board of Light Commissioners..","New York","553"
"2666","Indian Lake Power and Light Corporation","New York","532"
"2667","*Jamestown Municipal Electric System","New York","553"
"2668","Juengst & Son, George","New York","532"
"2669","Kenwood Electric Light Co","New York","532"
"2670","Keuka Lake Power Corporation","New York","532"
"2671","La Fargeville Electric Light Co","New York","532"
"2672","*Lake Placid Village Municipal Electric Plant","New York","553"
"2673","The","New York","533"
"2674","Leonard, James H","New York","533"
"2675","""•Little Valley Electric Light Department","New York","553"
"2676","Company, The ""","New York","533"
"2677","Long Island Lighting Company","New York","533"
"2678","Lorraine Electric Light Co","New York","534"
"2679","*Macedon Light and Power Commission","New York","553"
"2680","*Marathon Lighting Plant","New York","553"
"2681","•Mayville Light Department _.","New York","554"
"2682","Mineville Light, Heat & Power Co","New York","535"
"2683","*Mohawk Municipal Commission","New York","554"
"2684","Moreau Manufacturing Corporation","New York","548"
"2685","Nassau & Suffolk Lighting Company","New York","535"
"2686","New York Air Brake Company, The.","New York","548"
"2687","Company","New York","536"
"2688","New York Power and Light Corporation","New York","535"
"2689","Division of Canals","New York","554"
"2690","New York State Electric & Gas Corporation","New York","537"
"2691","Niagara Falls Power Company, The","New York","539"
"2692","Niagara, Lpckport and Ontario Power Company __","New York","539"
"2693","Northern Pennsylvania Power Company","New York","541"
"2694","Old Forge Electric Corporation","New York","541"
"2695","Orange and Rockland Electric Company, The","New York","541"
"2696","Oswegatchie Light & Power Co","New York","542"
"2697","Patchogue Electric Light Company, The","New York","542"
"2698","road Company","New York","542"
"2699","*Penn Yan Municipal Board","New York","554"
"2700","'Philadelphia Municipal Electric System","New York","554"
"2701","*Port Byron Municipal Electric Light Plant","New York","554"
"2702","*Potsdam, Village of","New York","555"
"2703","Queens Borough Gas and Electric Company","New York","542"
"2704","Republic Steel Corporation N","New York","548"
"2705","•Richmondville Municipal Electric Light Plant N","New York","555"
"2706","Rochester Gas and Electric Corporation","New York","543"
"2707","Rockland Light and Power Company","New York","543"
"2708","*Rockville Centre, The Incorporated Village of","New York","555"
"2709","Rossie Electric & Manufacturing Corporation","New York","544"
"2710","*Rouses Point Municipal Water and Light System.","New York","555"
"2711","Saint Lawrence River Power Company, The","New York","544"
"2712","*Salamanca Water and Light Department","New York","555"
"2713","*Savannah, Village of","New York","555"
"2714","porated","New York","544"
"2715","*Sherburne, Village of","New York","555"
"2716","*Silver Springs Electric Department","New York","556"
"2717","Skaneateles East Lake El. Line, Inc","New York","545"
"2718","*Skaneateles Electric Light Department","New York","556"
"2719","*Solvay, Village of","New York","556"
"2720","•Spencerport Electric Department","New York","556"
"2721","*Springville Electric Light and Power Co","New York","556"
"2722","Staten Island Edison Corporation","New York","545"
"2723","System Properties, Inc","New York","545"
"2724","'Theresa, Village of","New York","556"
"2725","The","New York","545"
"2726","Ticontleroga Pulp and Paper Company","New York","548"
"2727","Tracy Development Company","New York","545"
"2728","Village of .","New York","557"
"2729","Union Bag & Paper Power Corporation","New York","548"
"2730","Wadhams & Westport Power & Light Corporation..","New York","546"
"2731","*Watertown, City Light & Power Department of._","New York","557"
"2732","*Watkins Glen Municipal Electric Plant","New York","557"
"2733","Waverly Electric Light & Power Co., The","New York","546"
"2734","*Wellsville Water and Light Department","New York","557"
"2735","Westchester Lighting Company -","New York","546"
"2736","Westfield Board of Light Commissioners-.""","New York","557"
"2737","Wise Company, J. B","New York","549"
"2738","Woodville Electric Light & Power Co., Inc","New York","547"
"2739","Yonkers Electric Light and Power Company, The","New York","547"
"2740","United Power Company","NewMexico","522"
"2741","*Albemarle Municipal Light Department","North Carolina","569"
"2742","Alexander Manufacturing Co","North Carolina","567"
"2743","'Apex, fown of","North Carolina","569"
"2744","'Asheville, City of","North Carolina","569"
"2745","*Aurora, Town of","North Carolina","570"
"2746","*Ayden Water and Light Department","North Carolina","570"
"2747","•Belhaven, Town of","North Carolina","570"
"2748","•Benson, Town of","North Carolina","570"
"2749","•Benton Heights Municipal Light System","North Carolina","570"
"2750","Biltmore Company, The","North Carolina","567"
"2751","*Black Creek, Town of","North Carolina","570"
"2752","*Blue Ridge Electric Membership Corporation","North Carolina","581"
"2753","*Bostic, Town of","North Carolina","570"
"2754","*Brunswick Electric Membership Corporation","North Carolina","582"
"2755","*Caldwell Mutual Corporation","North Carolina","582"
"2756","Cannon Mills Co","North Carolina","567"
"2757","Carolina Aluminum Company","North Carolina","567"
"2758","Carolina Mountain Power Corporation","North Carolina","560"
"2759","&","North Carolina","560"
"2760","Cascade Power Company","North Carolina","561"
"2761","*Cherryville Light Department","North Carolina","570"
"2762","•Clayton, Town of.","North Carolina","571"
"2763","Cleveland Mill & Power Co","North Carolina","568"
"2764","Cliffside Mills","North Carolina","568"
"2765","""Concord Board of Light and Water Commissioners.","North Carolina","571"
"2766","•Cornelius Electric Membership Corporation N","North Carolina","582"
"2767","•Cornelius, Town of N","North Carolina","571"
"2768","Craig Electric Lines","North Carolina","561"
"2769","Crisp Power Co., Inc","North Carolina","561"
"2770","*Cruso Electric Membership Corporation","North Carolina","582"
"2771","*Dallas, Town of","North Carolina","571"
"2772","*Davidson Electric Membership Corporation","North Carolina","582"
"2773","•Davidson, Town of","North Carolina","571"
"2774","*Davie Electric Membership Corporation","North Carolina","582"
"2775","Dillsboro and Sylva Electric Light Company","North Carolina","562"
"2776","Domestic Electric Service, Inc","North Carolina","562"
"2777","*Drexel, Town of","North Carolina","571"
"2778","Duke Power Company","North Carolina","562"
"2779","Durham Public Service Company","North Carolina","563"
"2780","•Durham Water Department","North Carolina","571"
"2781","Earp Power, Light & Telephone Co","North Carolina","564"
"2782","East Side Electric Light Company","North Carolina","564"
"2783","East Tennessee Light & Power Company","North Carolina","564"
"2784","*Edenton Electric and Water Department","North Carolina","572"
"2785","Edgar Tufts Memorial Association, Inc","North Carolina","564"
"2786","ship Corporation","North Carolina","582"
"2787","El Bethel Electric Company","North Carolina","564"
"2788","City of","North Carolina","572"
"2789","*Elm City Electric Light Department N","North Carolina","572"
"2790","*Enfield, Town of N","North Carolina","572"
"2791","Entwistle Manufacturing Co N","North Carolina","568"
"2792","Farm Light Company","North Carolina","564"
"2793","'Farmville, Water and Light Dept., Town of","North Carolina","572"
"2794","'Fayetteville, Public Works Commission, City of..","North Carolina","572"
"2795","•Forest City, Town of","North Carolina","572"
"2796","*Fountain Municipal Electric Department","North Carolina","573"
"2797","*Four-County Electric Membership Corporation-.","North Carolina","582"
"2798","*Fremont Light and Water Department","North Carolina","573"
"2799","*French Broad Electric Membership Corporation..","North Carolina","582"
"2800","*Gastonia, City of N","North Carolina","573"
"2801","*Granite Falls, Town of","North Carolina","573"
"2802","•Greenville Utilities Comm","North Carolina","573"
"2803","*Grimesland Municipal Electric Department","North Carolina","573"
"2804","'Halifax Electric Membership Corporation","North Carolina","582"
"2805","""Hamilton Municipal Electric Department","North Carolina","573"
"2806","Hardy & Company, C. L","North Carolina","564"
"2807","*Harkers Island Electric Membership Corporation-","North Carolina","583"
"2808","""•Highlands, Town of","North Carolina","574"
"2809","*High Point Dept. of Public Utilities, City of","North Carolina","574"
"2810","*Hobgood Municipal Electric Department","North Carolina","574"
"2811","*Hookerton, Town of","North Carolina","574"
"2812","*Huntersville Light and Power Company","North Carolina","583"
"2813","*Huntersville Light & Water Dept","North Carolina","574"
